30,-1,-1,30,-1,33,21,9,23,7,-1,42,19,11,31,19,-1,11,18,23,30,45,38,11,11,26,31,7,7,26,4,35,
42,35,45,-1,38,14,30,14,35,14,18,18,18,38,26,35,18,6,9,13,21,25,6,6,26,30,26,21,42,33,18,11,20,-1,-1,28,33,21,21,28,14,14,26,30,38,31,19,31,6,18,30,21,2,25,18,37,
